term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
impressive,explicit_evaluation,explicit_evaluation,v1,327,Direct praise and blame language.,False,,"want to get sick… mouth (neat): big creaminess and an immense citrusness, all being impressive. lemon marmalade, mango chutney, olive oil, campari and anchovy. in case you haven't","finish: long, maybe a little too one_dimensional now, but the cleanliness is rather impressive. comment: oh how i hate to give a highish score to such a young baby! yeah, just try","tte tobacco, a little mustiness (in a great way)… all in all, the freshness is quite impressive here. mouth: once again, this is much, much bigger than the newer 18. creamier and s",approve_primary,Approved for proposed primary construct.,approved
marvellous,explicit_evaluation,explicit_evaluation,v1,113,Direct praise and blame language.,False,,"tre of grapefruit and lemon juice that make it very tart and nervous, not unlike the marvellous 1997 by dt. excellent. finish: long, clean, salty and limey. some toffee in the afte","gether with a lot of linseed oil and 'good' rubber, akin to putty. it's one of these marvellous very vegetal and leafy pe. then garden bonfire and note of hessian. with water: fant","avourite kind of start, similar to when you just open a beehive (minus the sting). a marvellous combination of beeswax, all_flower honey and various kind of resin. add to that quin",approve_primary,Approved for proposed primary construct.,approved
outstanding,explicit_evaluation,explicit_evaluation,v1,42,Direct praise and blame language.,False,,and green peppercorn in the aftertaste. comment: certainly fine but i don't find it outstanding. may lack character.,"ith water: some neat and sweet vanilla coming out, drop of triple_sec… mouth (neat): outstanding - and very similar to cask #6984, except that once again, this one ha more menthol,","tary for me, this time. i say it's great to bottle young cask, but those ought to be outstanding.",approve_primary,Approved for proposed primary construct.,approved
perfect,explicit_evaluation,explicit_evaluation,v1,1948,Direct praise and blame language.,False,,"ite long, with more salt again, brine, lemon and a honeyed aftertaste… comment: very perfect youngish bruichladdich, nervous and ultra_clean.","ss… the complexity is quite astounding here, even at such high strength. with water: perfect sherriness. we're not too far from those famous port charlotte ex_sherry bloodtub, m","mouth: excellent, with these phenolic note yet again, bordering on shoe polish, plus perfect note of melon and maybe pomegranate. a little pine resin as well, almond oil, marzip",approve_primary,Approved for proposed primary construct.,approved
pleasant,explicit_evaluation,explicit_evaluation,v1,640,Direct praise and blame language.,False,,"or two minute. also hazel and custard. finish: medium long, sweet, a tad sugary in a pleasant way (cane_sugar). touch of bitter oak in the aftertaste. comment: simply very good q","up and then a little pineapple and some lemon sherbet. becomes quite tart, in a very pleasant way. with water: creamier, sweeter, fruitier. pear and pineapple drop, tinned fruit,","e syrup and vanilla crème than usual. i have to confess i find this kind of tweaking pleasant and successful, especially because there are also great note of passion_fruit and ma",approve_primary,Approved for proposed primary construct.,approved
poor,explicit_evaluation,explicit_evaluation,v1,67,Direct praise and blame language.,False,,"between 1956 and 1981. i've not tried dozen but the one i tried have been relatively poor… colour: pale gold. nose: well, it's not unpleasant, just quite light and all on app",will it be more 'early 1970s' (i.e. excellent) or rather late 1970s (sometimes quite poor)? colour: gold. nose: hmm… hard to say. there are these slightly unlikely note such,"liqueur, old swiss cheese… it's quite extreme in this style 'but i like it', even if poor old bunnahabhain doesn't have much to say in this heavy context. with water: it's ba",approve_primary,Approved for proposed primary construct.,approved
remarkable,explicit_evaluation,explicit_evaluation,v1,69,Direct praise and blame language.,False,,"g right in the middle of all malt whisky, if you see what i mean. absolutely nothing remarkable, and yet this fullness and compactness are very engaging. very good 'stuff'.","se! we'll take our time because of the low strength… colour: gold. nose: it's really remarkable that there are many similarity with the 2001s, after many 'diverging' year. sure the","the same(ish) note of guava juice and citrus, the vanilla as well, but what's quite remarkable here is that there are also various herbal tea, which add a layer of aroma. lemon gr",approve_primary,Approved for proposed primary construct.,approved
superb,explicit_evaluation,explicit_evaluation,v1,911,Direct praise and blame language.,False,,"sh: long and fruitier. blood orange. bitterer in the aftertaste. comment: absolutely superb. without that wee winey/vinegary side in the nose, it would have easily fetched in m","e palate will tell us more. mouth: all right, maybe rather around 45/46%, but what a superb half_dry, half_orangey attack, on something like liquorice infused in orange liqueur","aybe the cask will be empty before that), i like the profile. it's ultra_zesty, with superb note of kipper and quite a lot of almond oil and then a little turpentine. even in a",approve_primary,Approved for proposed primary construct.,approved
terrible,explicit_evaluation,explicit_evaluation,v1,41,Direct praise and blame language.,False,,"1989? warning, hedge & butler had some terrible one in the past, but i've seen some great one as well! colour: pale gold. nose: yeah",", cut cactus, leaf... now, i've often found that such interesting nose could lead to terrible palate. mouth: nope, no terrible thing are happening, it's all rather well in the st","nt as above and this time we're thinking of the dreaded 'darkest' from year gone by. terrible stuff (in my humble opinion, as always). colour: amber. nose: blow, trumpet, there's",approve_primary,Approved for proposed primary construct.,approved
weak,explicit_evaluation,explicit_evaluation,v1,136,Direct praise and blame language.,False,,"'s not a barbarism next time.) mouth: this is pure distilled honey, honest (s., such weak alliteration are so pasé!) so various honey blended with some ultra_sweet plum juice","t and orange juice. mouth: on exactly the same aroma as on the nose, with a slightly weak start but a rather sufficient mouth feel. a little cardboard, touch of caramel, tea…","y to jot down just a few note. in fact, the whisky is great, it's the alcohol that's weak ;-). finish: short, raisiny. bitter orange in the very discreet aftertaste. comment:",approve_primary,Approved for proposed primary construct.,approved
wonderful,explicit_evaluation,explicit_evaluation,v1,811,Direct praise and blame language.,False,,"ng mineral… finish: long, dry, spicy. clove and pepper in the aftertaste. comment: a wonderful kind of dry sherry, even if no fruit came out when water wa added. very dry indeed a","the peat got 'transmuted' into tar, almond, soot and some light tropical_fruit in a wonderful way. sure it's absolutely no aromatic powerhouse, in fact it's even a little too shy","ust crunched some coffee_flavoured bitter chocolate. comment: unusual and absolutely wonderful dry old sherry 'monster'. if you like them dry and complex, don't mi this one…",approve_primary,Approved for proposed primary construct.,approved
